MT    48
1  1  -2.052  1.667  
16
1000.00000 -5.6791e-03 3.8462e-02 4.0190e-01 -4.0718e-01 -3.1960e-01 3.1212e-01 6.1431e-03 -1.9090e-02 2.2372e-02 2.2372e-02 2.5277e-02 2.5277e-02 2.5277e-02 2.5277e-02 1.4197e-02 1.4197e-02 
630.95000 -5.6017e-03 4.0023e-02 3.2273e-01 -3.2857e-01 -2.5502e-01 2.5068e-01 -6.5835e-03 -9.2851e-03 2.0464e-02 2.0464e-02 2.0291e-02 2.0291e-02 2.0291e-02 2.0291e-02 9.5697e-03 9.5697e-03 
398.10000 7.0334e-03 3.1051e-02 2.4871e-01 -2.6036e-01 -1.9967e-01 2.0066e-01 -1.0530e-02 -3.9333e-03 1.6060e-02 1.6060e-02 1.5963e-02 1.5963e-02 1.5963e-02 1.5963e-02 8.4614e-03 8.4614e-03 
251.18000 1.8776e-02 1.9452e-02 1.9409e-01 -2.0920e-01 -1.5723e-01 1.6270e-01 -1.1477e-02 -2.4827e-04 1.3175e-02 1.3175e-02 1.2705e-02 1.2705e-02 1.2705e-02 1.2705e-02 7.6444e-03 7.6444e-03 
158.48000 2.4869e-02 8.6753e-03 1.5052e-01 -1.6300e-01 -1.2293e-01 1.3035e-01 -1.0562e-02 2.5996e-03 1.1467e-02 1.1467e-02 9.9689e-03 9.9689e-03 9.9689e-03 9.9689e-03 6.6218e-03 6.6218e-03 
100.00000 2.6244e-02 1.7507e-04 1.1814e-01 -1.2295e-01 -9.3520e-02 1.0170e-01 -8.4525e-03 4.6525e-03 1.0034e-02 1.0034e-02 7.6744e-03 7.6744e-03 7.6744e-03 7.6744e-03 5.4767e-03 5.4767e-03 
63.09500 2.4008e-02 -7.6225e-03 9.5445e-02 -9.2867e-02 -7.4027e-02 8.0140e-02 -5.4333e-03 6.1906e-03 8.6875e-03 8.6875e-03 6.0267e-03 6.0267e-03 6.0267e-03 6.0267e-03 4.4965e-03 4.4965e-03 
39.81000 1.5801e-02 -1.4334e-02 7.9626e-02 -6.9933e-02 -5.9455e-02 5.5452e-02 -3.1425e-03 5.7509e-03 7.1323e-03 7.1323e-03 4.6411e-03 4.6411e-03 4.6411e-03 4.6411e-03 3.4624e-03 3.4624e-03 
25.11800 9.0676e-03 -1.7335e-02 7.0136e-02 -5.6717e-02 -5.2121e-02 3.9962e-02 -1.4683e-03 3.9528e-03 6.3010e-03 6.3010e-03 3.8484e-03 3.8484e-03 3.8484e-03 3.8484e-03 2.4962e-03 2.4962e-03 
15.84800 1.9817e-03 -1.5604e-02 5.8261e-02 -4.6534e-02 -4.7081e-02 2.7629e-02 -4.8785e-04 2.8732e-03 5.1370e-03 5.1370e-03 3.1900e-03 3.1900e-03 3.1900e-03 3.1900e-03 1.8920e-03 1.8920e-03 
10.00000 -4.4605e-03 -1.2797e-02 4.7937e-02 -3.8646e-02 -4.3114e-02 2.2890e-02 4.3066e-04 2.5507e-03 4.3330e-03 4.3330e-03 2.7412e-03 2.7412e-03 2.7412e-03 2.7412e-03 1.6855e-03 1.6855e-03 
6.30950 -8.6048e-03 -9.2710e-03 3.9280e-02 -3.3619e-02 -3.8738e-02 2.0718e-02 1.3016e-03 2.5747e-03 3.8360e-03 3.8360e-03 2.3829e-03 2.3829e-03 2.3829e-03 2.3829e-03 1.6887e-03 1.6887e-03 
